source_id,family,required,authentication,producer_script,expected_outputs,update_cadence,pipeline_status,blocker_notes
oficina_contralor,territorial,True,none,scripts/scrape_iapconsulta.py,data/staging/processed/pr_contralor_audits.csv,monthly,not_materialized,"PR Comptroller (OCPR) audit and investigation reports (Regular/Especial/Investigaciones) on government entities, scraped from iapconsulta.ocpr.gov.pr. Distinct from the OCPR contract registry, which is tracked separately as ocpr_contracts."
compras_pr,territorial,False,none,scripts/download_compras.py,data/staging/processed/pr_compras_rfps.csv;data/staging/processed/pr_compras_awards.csv,weekly,not_materialized,comprashpr.com RFP / award scrape.
aafaf,territorial,False,none,scripts/download_aafaf.py,data/staging/processed/pr_aafaf_budget.csv,monthly,not_materialized,PR Fiscal Agency & Financial Advisory Authority. Budget execution.
hacienda,territorial,False,none,scripts/download_hacienda.py,data/staging/processed/pr_hacienda_revenues.csv,monthly,not_materialized,
cofina,territorial,False,none,scripts/download_cofina.py,data/staging/processed/pr_cofina.csv,quarterly,not_materialized,
promesa_creditors,territorial,False,none,scripts/download_promesa_creditors.py,data/staging/processed/pr_promesa_creditors.csv,ad_hoc,not_materialized,
pr_act_60_decrees,territorial,False,none,scripts/download_act60.py,data/staging/processed/pr_act60_decrees.csv,yearly,not_materialized,
p3_authority,territorial,False,none,scripts/download_p3.py,data/staging/processed/pr_p3_contracts.csv,quarterly,not_materialized,
pr_pensions,territorial,False,none,scripts/download_pr_pensions.py,data/staging/processed/pr_pension_funds.csv,yearly,not_materialized,
rum_cover_over,territorial,False,none,scripts/download_rum_coverover.py,data/staging/processed/pr_rum_coverover.csv,yearly,not_materialized,
