source_id,family,financial_domain,is_financial,is_political,required,audit_status,automatable,producer_importable,producer_script,needs,remediation_step,blocker
opportunity_zones,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_opportunity_zones.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
research_grants,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_research.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
sba_loans,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_sba.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
sba_ppp,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_sba.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
sbir,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_sbir.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
sec_13f_nport,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_sec_holdings.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
sec_edgar,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_sec.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
sf133_budget_execution,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_sf133.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
slfrf,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_slfrf.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
snap_nap,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_snap_nap.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
ssa,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_ssa.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
usace_civil_works,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_usace_civil.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
usace_permits,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_usace_permits.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
usaspending_loans,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_usaspending_loans.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
usaspending_prime,federal,federal_awards,True,False,True,wired_ready_unmaterialized,True,True,scripts/build_unified_master.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
usda_farm_subsidies,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_usda_farm.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
usda_grants,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_usda.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
va_benefits,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_va.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
wic,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_wic.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
wioa,federal,federal_awards,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_wioa.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
fta_ntd,infrastructure,infrastructure_contracts,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_fta_ntd.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
prasa_contracts_master,infrastructure,infrastructure_contracts,True,False,False,wired_ready_unmaterialized,True,True,scripts/build_prasa_contracts_master.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
prepa_luma_genera,infrastructure,infrastructure_contracts,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_prepa_contracts.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
emma_infra_revenue,infrastructure_revenue,infrastructure_revenue,True,False,False,wired_ready_unmaterialized,True,True,scripts/extract_emma_revenue.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
lda,lobbying,lobbying_influence,True,True,True,wired_ready_unmaterialized,True,True,scripts/sources/fetch_lda_gov.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
ngo_integration_layer,nonprofit,nonprofit_funding,True,False,False,wired_ready_unmaterialized,True,True,scripts/ngo_integration.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
aafaf,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_aafaf.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
cofina,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_cofina.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
compras_pr,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_compras.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
cor3,territorial,territorial_spending,True,False,True,wired_ready_unmaterialized,True,True,scripts/download_cor3.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
eqb_epa_icis,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_epa_echo_icis.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
estadisticas_pr_external_trade,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_estadisticas_pr.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
hacienda,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_hacienda.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
ocpr_contracts,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/scrape_ocpr_contracts.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
oficina_contralor,territorial,territorial_spending,True,False,True,wired_ready_unmaterialized,True,True,scripts/scrape_iapconsulta.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
p3_authority,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_p3.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
pr_act_60_decrees,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_act60.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
pr_general_fund_revenues,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_estadisticas_pr.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
pr_income_tax_collections,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_estadisticas_pr.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
pr_pensions,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_pr_pensions.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
promesa_creditors,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_promesa_creditors.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
rum_cover_over,territorial,territorial_spending,True,False,False,wired_ready_unmaterialized,True,True,scripts/download_rum_coverover.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
legislapr_discovery,territorial_legislation,uncategorized,True,True,False,wired_ready_unmaterialized,True,True,scripts/probe_legislapr_detail.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
legislapr_sessions,territorial_legislation,uncategorized,True,True,False,wired_ready_unmaterialized,True,True,scripts/ingest_legislapr_sessions.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
legislative_fiscal_link_candidates,territorial_legislation,uncategorized,True,True,False,wired_ready_unmaterialized,True,True,scripts/build_legislative_links.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
osl_sutra_crosswalk,territorial_legislation,uncategorized,True,True,False,wired_ready_unmaterialized,True,True,scripts/build_osl_sutra_crosswalk.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
gleif_lei,entity_resolution,entity_resolution,False,False,False,wired_ready_unmaterialized,True,True,scripts/download_gleif.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
ofac_sdn,entity_resolution,entity_resolution,False,False,False,wired_ready_unmaterialized,True,True,scripts/download_ofac.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
sec_officers,entity_resolution,entity_resolution,False,False,False,wired_ready_unmaterialized,True,True,scripts/download_sec_officers.py,egress,Run the producer in an egress-enabled environment (sandbox blocks HTTPS with 403).,needs a producer run (network egress)
eia_power_sector,federal,federal_awards,True,False,False,wired_needs_key,True,True,scripts/download_eia.py,api_key:EIA_API_KEY,"Set EIA_API_KEY in .env, then run `download_eia.py` with egress.",API key EIA_API_KEY not set
federal_audit_clearinghouse,federal,federal_awards,True,False,False,wired_needs_key,True,True,scripts/download_fac.py,api_key:FAC_API_KEY,"Set FAC_API_KEY in .env, then run `download_fac.py` with egress.",API key FAC_API_KEY not set
fred_timeseries,federal,federal_awards,True,False,False,wired_needs_key,True,True,scripts/download_fred.py,api_key:FRED_API_KEY,"Set FRED_API_KEY in .env, then run `download_fred.py` with egress.",API key FRED_API_KEY not set
municipal_finance,municipal,municipal_finance,True,False,False,wired_needs_key,True,True,scripts/download_fac_municipal.py,api_key:FAC_API_KEY,"Set FAC_API_KEY in .env, then run `download_fac_municipal.py` with egress.",API key FAC_API_KEY not set
fec,political_finance,political_finance,True,True,True,wired_needs_key,True,True,scripts/download_fec.py,api_key:FEC_API_KEY,"Set FEC_API_KEY in .env, then run `download_fec.py` with egress.",API key FEC_API_KEY not set
fec_committees,political_finance,political_finance,True,True,False,wired_needs_key,True,True,scripts/download_fec_committees.py,api_key:FEC_API_KEY,"Set FEC_API_KEY in .env, then run `download_fec_committees.py` with egress.",API key FEC_API_KEY not set
census_gov_finances,territorial,territorial_spending,True,False,False,wired_needs_key,True,True,scripts/download_census_gov_finances.py,api_key:CENSUS_API_KEY,"Set CENSUS_API_KEY in .env, then run `download_census_gov_finances.py` with egress.",API key CENSUS_API_KEY not set
legislative_canonical_sources,territorial_legislation,uncategorized,True,True,False,wired_needs_key,True,True,scripts/fetch_legislative_canonical_sources.py,api_key:OPENSTATES_API_KEY,"Set OPENSTATES_API_KEY in .env, then run `fetch_legislative_canonical_sources.py` with egress.",API key OPENSTATES_API_KEY not set
financialdata_net,optional_commercial_enrichment,commercial_enrichment,False,False,False,wired_needs_key,True,True,scripts/enrichment/enrich_financialdata_entities.py,api_key:FINANCIALDATA_API_KEY,"Set FINANCIALDATA_API_KEY in .env, then run `enrich_financialdata_entities.py` with egress.",API key FINANCIALDATA_API_KEY not set
sam_entities,entity_resolution,entity_resolution,False,False,True,wired_needs_key,True,True,scripts/sam_enrichment.py,api_key:SAM_API_KEY,"Set SAM_API_KEY in .env, then run `sam_enrichment.py` with egress.",API key SAM_API_KEY not set
sam_exclusions,entity_resolution,entity_resolution,False,False,False,wired_needs_key,True,True,scripts/download_sam_exclusions.py,api_key:SAM_API_KEY,"Set SAM_API_KEY in .env, then run `download_sam_exclusions.py` with egress.",API key SAM_API_KEY not set
congressional_earmarks,federal,federal_awards,True,False,False,wired_not_set_to_materialize,False,True,scripts/download_earmarks.py,design_decision,Produces nothing by design (deferred stub / semantic duplicate); keep or retire.,no output by design
fpds_report_builder,federal,federal_awards,True,False,False,wired_not_set_to_materialize,False,True,scripts/download_grants.py,design_decision,Produces nothing by design (deferred stub / semantic duplicate); keep or retire.,no output by design
fsrs_subawards,federal,federal_awards,True,False,True,wired_not_set_to_materialize,False,True,scripts/download_fsrs.py,design_decision,Produces nothing by design (deferred stub / semantic duplicate); keep or retire.,no output by design
nara_catalog_aws_open_data,provenance_archival,archival_provenance,False,False,False,wired_not_set_to_materialize,False,True,scripts/download_nara_nextgen.py,design_decision,Produces nothing by design (deferred stub / semantic duplicate); keep or retire.,no output by design
nara_nextgen_catalog_v3,provenance_archival,archival_provenance,False,False,False,wired_not_set_to_materialize,False,True,scripts/download_nara_nextgen.py,design_decision,Produces nothing by design (deferred stub / semantic duplicate); keep or retire.,no output by design
doj_settlements,federal,federal_awards,True,False,False,queued_manual,False,True,scripts/ingest_doj_settlements.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/DOJ_Settlements/
equitable_sharing,federal,federal_awards,True,False,False,queued_manual,False,True,scripts/ingest_equitable_sharing.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Equitable_Sharing/
irs_ctc_eitc_pr,federal,federal_awards,True,False,False,queued_manual,False,True,scripts/ingest_irs_ctc_eitc_pr.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/IRS_CTC_EITC/
act_tolls_concession,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_act_tolls_concession.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/ACT_Tolls/
dtop_road_contracts,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_dtop_road_contracts.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/dtop_road_contracts/
ports_airports_contracts,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_port_airport_contracts.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/ports_airports_contracts/
ports_authority,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_ports_authority.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Ports/
prasa,infrastructure,infrastructure_contracts,True,False,True,queued_manual,False,True,scripts/ingest_prasa.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/PRASA/
prasa_cer,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_prasa_cer.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/PRASA/cer/
prasa_cip,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_prasa_cer.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/PRASA/cip/
prasa_completed_projects,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_prasa_cer.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/PRASA/completed/
transit_contracts,infrastructure,infrastructure_contracts,True,False,False,queued_manual,False,True,scripts/ingest_transit_contracts.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/transit_contracts/
act_toll_revenue,infrastructure_revenue,infrastructure_revenue,True,False,False,queued_manual,False,True,scripts/ingest_toll_revenue.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/act_toll_revenue/
ports_airports_revenue,infrastructure_revenue,infrastructure_revenue,True,False,False,queued_manual,False,True,scripts/ingest_port_airport_revenue.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/ports_airports_revenue/
prasa_rate_revenue,infrastructure_revenue,infrastructure_revenue,True,False,False,queued_manual,False,True,scripts/ingest_utility_revenue.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/prasa_rate_revenue/
prepa_luma_rate_revenue,infrastructure_revenue,infrastructure_revenue,True,False,False,queued_manual,False,True,scripts/ingest_utility_revenue.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/prepa_rate_revenue/
transit_fare_revenue,infrastructure_revenue,infrastructure_revenue,True,False,False,queued_manual,False,True,scripts/ingest_transit_fare_revenue.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/transit_fare_revenue/
pr_cabilderos,lobbying,lobbying_influence,True,True,True,queued_manual,False,True,scripts/ingest_cabilderos.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Cabilderos/
dcaa_active_contractors,manual_export,manual_financial,True,False,False,queued_manual,False,True,scripts/download_active_contractors.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Active Contractor Listing/
hud_drgr_authorized,manual_export,manual_financial,True,False,True,queued_manual,False,True,scripts/ingest_hud_drgr_exports.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/hud_drgr/
pr_corporate_registry,manual_export,manual_financial,True,False,False,queued_manual,False,True,scripts/ingest_active_contractors.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Active Contractor Listing/
sba_disaster_loans_pr,manual_export,manual_financial,True,False,False,queued_manual,False,True,scripts/import_sba_disaster_loans.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/manual/sba_disaster_loans/
crim_property_tax,municipal,municipal_finance,True,False,False,queued_manual,False,True,scripts/ingest_crim_property_tax.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/CRIM/
ogpe_permits,municipal,municipal_finance,True,False,False,queued_manual,False,True,scripts/ingest_ogpe_permits.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/OGPe/
contralor_electoral,political_finance,political_finance,True,True,False,queued_manual,False,True,scripts/ingest_oce.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/OCE/
donaciones_pr,political_finance,political_finance,True,True,False,queued_manual,False,True,scripts/ingest_donaciones.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/Donaciones/
ases_plan_vital,territorial,territorial_spending,True,False,False,queued_manual,False,True,scripts/ingest_ases_plan_vital.py,operator_file,"Operator drops the manual export file, then run the parser/ingest step.",awaiting operator file in data/raw/ASES/
